Capture Date,Subspecies,Source,Herd,Method,Permanent Id,Ear Tag,Collared?,Serial ,Freq1,Weight (kg),Sex,Age,Class,Temp1,Temp2 ,Temp3,HighTemp,Cnetgun Temp,"Injections (BOSE, IVEMECTIN, Antibiotic)",TISSUE,Blood Red 1,Blood Red 2,Blood Purple,Rump (mm),SWAB,Preg?,Start P,End P,Total P(min),Start H,End H,Total H,AMBIENT,Comments,,Movi Sero,Movi PCR,PI3Sero,EHDSero,EHD2Sero,CESero,BTV
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA85,R510,,,NA,47,M,lamb,,102.7,,,,,1,1,1,1,1,,1,,9:05,9:13,,,,,,cut near left eye ewe doses,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA86,R512,,39566,148.000,68,M,2.5,,105.8,105.1,,,,1,1,1,1,1,,1,,9:06,9:19,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA87,R571,,39580,148.140,58,F,5,,103,,,,,1,1,1,1,1,,1,,9:57,10:04,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA88,R575,,,NA,50,F,1,,104.7,,,,,1,1,1,1,1,,1,,9:59,10:06,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA89,R517,,39587,148.210,72,F,6+,,104.6,,,,,1,1,1,0,1,,1,,10:41,10:48,,,,,,"OLD WHITE COLLAR, FREQUENCY ILLEGIBLE NO OLD EAR TAG",,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA90,R516,,39581,148.152,64,M,2.5,III,106,104.2,,,,1,1,1,1,1,,1,,11:30,11:36,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA91,R511,,39585,148.193,66,F,adult,,104.2,,,,,1,1,1,1,1,,1,,11:30,11:38,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA92,R519 ,,NA,149.413,54,F,2,,104.2,,,,,1,1,1,1,1,,1,,12:58,13:04,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA93,R515,,,NA,46,M,lamb,,105.8,,,,,1,1,1,1,1,,1,,13:31,,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA94,R574,,,NA,37,F,lamb,,105.3,,,,,1,1,1,1,1,,1,,13L58,14:02,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA95,R518,,,149.293,58,F,2.5,,104.5,,,,,1,1,1,1,1,,1,,13:58,14:03,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA96,R514,,,149.352,56,F,5,,106.2,106.7,,,,1,1,1,1,1,,1,,14:40,14:45,,,,,,COOLED WITH ETOH,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA97,R594,,,149.382,63,F,4,,104.2,104.2,,,,1,1,1,1,1,,1,,14:41,14:49,,,,,,"Left eye demetzone (subconjunctivitis), Righ eye penicillin subconj, terramycin",,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA98,R591,,,,55,M,2.5,,105.6,106,,,,1,1,1,1,1,,1,,15:19,15:25,,,,,,COOLED WITH Etoh,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,LA99,R595,,,,59,M,2.5,,104.2,,,,,1,1,1,1,1,,1,,15:40,15:43,,,,,,,,,,,,,,
12/11/2017,desert,Fra,Ladron,netgun:NMDGF,,NA,,,NA,,F,adult,,102.5,,,,,,,,,,,,,8:12,,,,,,,Dead on arrival; broken neck ,,,,,,,,
12/3/2017,desert,,San Andres,netgun:NMDGF,SAE186,W593,,,148.070,,F,adult,,105.3,105.7,,,,1,1,1,1,1,,1,,749,804,,,,,,Yellow 49 old ear tag,,1,1,,,,,
12/3/2017,desert,,San Andres,netgun:NMDGF,SAE200,W583,,,148.202,,F,adult,,104.2,104.1,,,,1,1,0,0,0,,1,,848,908,,,,,,,,1,0,,,,,
12/3/2017,desert,,San Andres,netgun:NMDGF,SAE201,R599,,,148.020,,F,3,,104.6,105.7,,,,1,1,1,0,1,,1,,1005,1021,,,,,,ET backward. Bloody nose,,1,0,,,,,
12/3/2017,desert,,San Andres,netgun:NMDGF,SAE203,R526,,,148.241,,F,2,,107.1,,,,,1,1,1,1,1,,1,,1200,1208,,,,,,"Right rear dwclaw injury used blue kote, walked off slower than others",,1,1,,,,,
12/3/2017,desert,,San Andres,netgun:NMDGF,SAE204,R537,,,148.010,,F,adult,,107.3,106.7,,,,1,1,1,0,1,,1,,1250,1300,,,,,,walked away but started wobbly. Was within 15 yds of us for ~10 seconds then walked away slowly. Searched for her from ship to make sure she was still up. Didropnet’t see her. ,,1,0,,,,,
12/3/2017,desert,,San Andres,netgun:NMDGF,SAR202,R598,,,148.132,,M,3,II,107.3,107.3,,,,1,1,1,1,1,,1,,10:25,1035,,,,,,resp 120,,1,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE187,R529,,,148.112,,F,adult,,102.4,,,,,1,1,1,1,1,,1,,7:52,8:02,,,,,,,,1,1,1,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE190,W542,,,148.040,,F,5,,105.3,,,,,1,1,1,1,1,,1,,1006,1020,,,,,,,,1,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE191,G579,,,,,F,1,,102.8,,,,,1,1,1,0,1,,0,,1050,1112,,,,,,,,1,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE192,p581,,,148.031,,F,2,,106.5,106.2,,,,1,1,1,1,1,,1,,1157,1210,,,,,,,,1,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE193,R543,,,148.053,,F,2,,104.7,104.8,,,,1,1,1,1,1,,1,,1336,1348,,,,,,,,1,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE194,W557,,,148.221,,F,2,,107.1,107.1,,,,1,1,1,1,1,,1,,,1430,,,,,,backward ear tag,,0,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE195,G527,,,148.081,,F,4-5,,105.9,,,,,1,1,1,1,1,,1,,1539,1547,,,,,,,,1,0,1,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE196,R541,,,148.230,,F,2,,,,,,,1,1,1,1,1,,1,,1230,,,,,,,,,0,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAE198,P573,,,148.121,,F,adult,,102.9,,,,,1,1,1,0,0,,1,,,,,,,,,,,0,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAR188,P575,,,148.182,,M,3,II,107.2,,,,,1,,1,1,1,,1,,8:16,8:28,,,,,,,,1,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAR189,P574,,,148.162,,M,3.5,III,106.5,106,,,,1,1,1,0,1,,1,,,9:30,,,,,,,,1,0,,,,,
12/2/2017,desert,,San Andres,netgun:NMDGF,SAR197,W540,,,,,M,1,,106,,,,,1,1,1,0,1,,1,,,,,,,,,,,1,0,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC76,W546,,,,64,F,3,,105.9,,,105.9,,3,1,1,1,1,7.4,1,0,8:25,8:37,12,,,,,Pacheco; Broken L horn; no preg noted,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC77,P528,,,,74,M,2,,106.3,,,106.3,,3,1,1,1,1,8.37,1,,8:25,8:37,12,,,,,Pacheco; ,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC78,R532,,,,76,M,1,,105.5,105.8,,105.8,0.3,3,1,1,1,1,9.2,1,,10:19,10:25,6,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC79,P522,,,,80,F,6+,,105.9,106.5,,106.5,0.6,3,1,1,1,1,7.1,1,,10:29,10:35,6,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC80,P525,,,,73,F,7+,,107.2,,,107.2,,3,1,1,1,1,5.43,1,,11:03,11:13,10,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC81,G577,,,,62,F,3,,103.9,103.6,,103.9,-0.3,3,1,1,1,1,5.4,1,,11:18,11:27,9,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC82,P518,,,,78,F,6+,,104.2,,,104.2,,3,1,1,0,1,6.32,1,,11:30,11:38,8,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC83,P529,,,,76,F,,,107.2,,,107.2,,3,1,1,1,1,8.2,1,,11:44,11:52,8,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC84,G578,,,,84,F,4+,,104.3,,,104.3,,3,1,1,1,1,6.27,1,,11:44,11:52,8,,,,,Wedding Cake; Broken R horn,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC85,P530,,,,80,F,,,106.6,,,106.6,,3,1,1,0,1,4.6,1,,12:03,12:10,7,,,,,Wedding Cake; Ice water enema,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC86,G576,,,,116,M,6,,105.7,106.1,106.1,106.1,0.4,3,1,1,1,1,8.78,1,,12:18,12:27,9,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC87,W545,,,,113,M,5,III,105.2,,,105.2,,3,1,1,1,1,8.8,1,,12:18,12:28,10,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC88,G575,,,,102,M,3.5,,104.9,,,104.9,,3,1,1,1,1,6.25,1,,12:43,12:55,12,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC89,G574,,,,100,M,3,II,106.5,,,106.5,,3,1,1,1,1,9.6,1,,12:45,12:53,8,,,,,Wedding Cake,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,DC90,W556,,,,116,M,8,III,110,,,110,,3,1,0,0,0,,1,,16:40,16:47,7,,,,,Black Mesa; 1.5cc banamine,,,,,,,,
10/27/2016,Rocky,na,Dry Cimarron,netgun:QS,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,Netting injury. Dispatched,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE173,R581,,,,55,F,2,,106.3,,,106.3,,3,1,1,1,1,13,,1,8:01,8:07,6,,,,,Pregnant. Left lower eyelid abrasion.,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE174,W554,,,,63,F,6+,,104.4,104.8,105,105,0.6,3,1,1,1,1,8.7,,1,8:01,8:11,10,,,,,Pregnant,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE175,P526,,,,60,F,6,,101.6,,,101.6,,3,1,1,1,1,14.2,,1,8:42,8:49,7,,,,,Pregnant,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE176,P524,,,,54,F,3,,104.2,105,,105,0.8,3,1,1,1,1,9.4,,1,8:46,8:53,7,,,,,Pregnant,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE177,G587,,,,49,M,1,,106.8,106.6,,106.8,-0.2,3,1,1,1,1,7.5,,,9:39,9:47,8,,,,,NO COLLAR,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE178,G582,,,,82,M,3.5,III,104.5,104.3,,104.5,-0.2,3,1,1,1,1,10,,,10:38,10:46,8,,,,,PIT 900224000009374,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE179,W550,,,,80,M,6,III,106,105.8,,106,-0.2,3,1,1,1,1,10.5,,,11:12,11:20,8,,,,,PIT 900224000009431,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE180,P519,,,,68,M,2,II,105.1,105.4,,105.4,0.3,3,1,1,1,1,,,,11:31,,,,,,,"PIT 900224000009295, Ice bath enema",,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE181,G583,,,,66,M,2,II,103.5,,,103.5,,3,1,1,1,1,6.3,,,11:33,11:39,6,,,,,PIT 900224000009454,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE182,W565,,,,78,M,5,III,105.6,106,,106,0.4,3,1,1,1,1,7.1,,,11:55,12:03,8,,,,,PIT 900224000009343. Ice water enema,,,,,,,,
10/26/2016,DESERT,Red Rock,Peloncillos,netgun:QS,PE183,P521,,,,86,M,8,III,103.8,,,103.8,,3,1,1,0,1,1.45,,,11:56,12:04,8,,,,,PIT900224000009400,,,,,,,,
10/26/2016,DESERT,Red Rock,Red Rock,netgun:QS,RR15,W564,,,,51,F,3,,106.3,,,106.3,,3,1,1,1,,,,0,9:11,9:18,7,,,,,No confirmed pregnancy. Lactated this year,,,,,,,,
10/26/2016,DESERT,Red Rock,Red Rock,netgun:QS,RR16,G585,,,,54,F,6+,,104,103.8,"104.3,103.2",104.3,-1.1,3,1,1,1,1,7.5,,1,9:12,9:22,10,,,,,Pregnant,,,,,,,,
10/26/2016,DESERT,Red Rock,Red Rock,netgun:QS,RR17,W579,,,,61,F,6+,,103.1,,,103.1,,3,1,1,1,1,7.57,,1,9:38,9:46,8,,,,,Pregnant VIT- 5 cm protruding,,,,,,,,
10/26/2016,DESERT,Red Rock,Red Rock,netgun:QS,RR18,R530,,,,47,F,1,,108.6,,,108.6,,3,1,1,1,1,6.28,,0,10:16,10:25,9,,,,,Not pregnant (1.5 ml banamine),,,,,,,,
10/26/2016,DESERT,Red Rock,Red Rock,netgun:QS,RR19,P520,,,,61,F,6+,,103.5,,,103.5,,2,1,1,1,1,7.65,,1,10:18,10:25,7,,,,,Pregnant VIT- 4 cm protruding,,,,,,,,
10/26/2016,DESERT,Red Rock,,netgun:QS,,,,,,82,M,,III,,,,,,0,1,,,,,,,11:10,,,,,,,Dispatched. Came in with broken back left leg above metatarsus.,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC100,G564,,,,56,F,6,,102.9,103,103.5,103.5,0.6,3,1,1,1,1,,,,10:55,11:04,9,,,,,MOUTH BLEEDING,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC101,W563,,,,55,F,adult,,103.8,103.8,,103.8,,3,1,1,1,1,,,,11:22,11:36,14,,,,,"Infected horns, lesions on face. Skin samples collected.",,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC102,R533,,,,83,M,3,II,105.2,105.3,,105.3,0.1,3,1,1,1,1,,,,12:11,12:17,6,,,,,Front incisor broken,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC103,W572,,,,55,F,2,,103.5,104.2,,104.2,0.7,3,1,1,1,1,9.2,,,12:46,12:53,7,,,,,broken left horn,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC104,P515,,,,80,M,3,II,108.6,,,108.6,,3,1,1,1,1,13.4,,,13:34,13:40,6,,,,,banamine 1.5 ml IM and IV,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC105,P516,,,,38,F,1,,105.2,105.4,,105.4,0.2,3,1,1,1,1,12.1,,,14:25,14:33,8,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC106,W581,,,,70,F,5,,105.3,105.3,,105.3,0,3,1,1,1,1,10,,,15:02,15:12,10,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC107,G547,,,,70,F,7+,,101.5,102.2,,102.2,0.7,3,1,1,1,1,10.1,,,15:03,15:13,10,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC108,R583,,,,54,F,2,,104.6,104.9,104.8,104.9,0.2,3,1,1,1,1,9.6,,,15:30,15:37,7,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC109,G569,,,,78,M,4,II,108,,,108,,3,1,1,1,1,,,,16:07,16:14,7,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC110,P512,,,,47,F,1+,,105.3,,,105.3,,3,1,1,1,1,7.52,,,16:09,16:15,6,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC111,G530,,,,44,F,2,,107,,,107,,3,1,1,1,1,9.23,,,16:52,17:00,8,,,,,"2 years old with udder. Banamine adminstered, left horn half broken, ice water enema",,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC112,P514,,,,52,F,3,,105.1,105.1,,105.1,,3,1,1,1,1,10.5,,,16:53,16:59,6,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC113,R586,,,,72,M,3,,105.1,105.8,,105.8,0.7,3,1,1,1,1,13,,,17:35,17:45,10,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC114,R587,,,,73,F,6+,,104.1,104.5,104.1,104.5,-0.4,3,1,1,1,1,7.52,,,12:46,12:53,7,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC115,P513,,,,63,M,2,II,107.7,,,107.7,,3,1,1,1,1,,,,13:34,13:42,8,,,,,banamine 1.5 ml IM and IV,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC116,,,,,42,M,1,1,0,,,,,3,,,,,,,,,,,,,,,"NO COLLAR; Yearling Male, did not collar or ear tag",,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC86,R589,,,,76,M,3,II,103.7,103.5,,103.7,0.2,3,1,1,1,1,,,,7:49,7:59,10,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC87,P507,,,,57,F,4+,,102.9,102.9,,102.9,0,3,1,1,1,1,,,,7:50,8:00,10,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC88,P511,,,,62,F,6+,,103.1,104.2,103.9,104.2,-0.3,3,1,1,1,1,,,,8:17,8:26,9,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC89,W573,,,,61,F,4,,103.3,102.6,102.7,103.3,-0.6,3,1,1,1,1,,,,8:18,8:28,10,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC90,G573,,,,57,F,6+,,103.2,102.5,,103.2,-0.7,3,1,1,1,1,,,,8:44,8:50,6,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC91,R531,,,,61,F,3,,103.2,103.2,,103.2,0,3,1,1,1,1,,,,8:45,8:53,8,,,,,1 GPS post snapped off,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC92,W558,,,,66,F,6+,,102.5,102.7,102.6,102.7,-0.1,3,1,1,1,1,,,,9:25,9:34,9,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC93,R584,,,,82,M,4,,104.8,,,104.8,,3,1,1,1,1,,,,9:25,9:32,7,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC94,W574,,,,75,M,3,II,104.1,104.2,104.2,104.2,0.1,3,1,1,1,1,,,,9:47,9:55,8,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC95,G580,,,,46,F,1,,106.6,106.2,,106.6,-0.4,3,1,1,1,1,,,,10:19,10:27,8,,,,,Foam on collar,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC96,W582,,,,66,F,6+,,104.9,104.8,105.1,105.1,0.3,3,1,1,1,1,,,,10:19,10:30,11,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC97,G538,,,,79,M,6,III,102.9,102.9,103.2,103.2,0.3,3,1,1,1,1,,,,10:52,11:02,10,,,,,end of horns frayed-fighter!,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC98,W571,,,,73,M,5,III,104.3,,,104.3,,3,1,1,1,1,,,,10:52,10:59,7,,,,,,,,,,,,,
10/24/2016,DESERT,na,FC,netgun:QS,FC99,R582,,,,78,F,adult,,102.6,,,102.6,,3,1,1,1,1,10,,,10:54,11:01,7,,,,,,,,,,,,,
10/24/2016,desert,,,,,na,,na,na,42,M,,CI,,,,,,,,1,1,1,,1,,9:47,9:49,,,,,,,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,dead,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA58,P509,,,,,F,Adult,,104.1,,,104.1,,,1,1,1,1,,,,1348,,,,,,,"old collar 151.000, old ear tag purple or pink, number illegible",,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA76,W569,,,,,,,,0,,,,,3,1,0,0,0,,,,,,,,,,,Quicksilver,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA77,P517,,,,,F,4,,0,,,,,3,1,0,0,0,,,,,,,,,,,QuicksilverLeft horn previously broken 3/4,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA78,P523,,,,,F,4,,0,,,,,3,1,0,0,0,,,,,,,,,,,Quicksilver,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA79,G586,,,,,,,,0,,,,,3,1,0,0,0,,,,,,,,,,,Quicksilver,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA80,R580,,,,,F,3,,0,,,,,3,1,0,0,0,,,,,,,,,,,Quicksilver,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA81,G563,,,,,F,2,,104.5,,,104.5,,3,1,1,1,1,,,,1500,1512,,,,,,,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA82,R588,,,,,F,adult,,105,,,105,,3,1,1,1,1,,,,1500,1512,,,,,,,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA83,W561,,,,,F,Adult,,102.5,103.1,,103.1,0.6,,1,1,1,1,,,,1410,1418,,,,,,Top of left horn broken a bit. Was caught with yearling sheep,,,,,,,,
10/23/2016,DESERT,na,Ladron,netgun:QS,LA84,W566,,,,,M,2,II,0,,,,,,,1,0,1,,,,1500,1512,12,,,,,,,,,,,,,
3/31/2016,Rocky,QU,JZ,dart,JZ47,P508,,,,,M,2.5,II,,,,,,,,1,,1,,,,,,,,,,,NO COLLAR,,,,,,,,
3/31/2016,Rocky,QU,JZ,dart,JZ48,P510,,,,,M,2.5,II,,,,,,,,1,,1,,,,,,,,,,,NO COLLAR,,,,,,,,
3/30/2016,Rocky,QU,JZ,dart,JZ46,"P505, P506",,,,,M,9,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
3/30/2016,Rocky,,Red River,dart,JZ46,P505/506,Y,,149.135,,M,9,CIV,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,
2/16/2015,Rocky,na,RRV,dropnet,QM11,B24,,,,60,F,6,,105.1,,,105.1,,3,0,1,1,1,9,,,11:26,11:34,0:08,11:00,11:34,0:34,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/16/2015,Rocky,na,RRV,dropnet,QM16,G37,,,,72,F,7+,,103.7,,,103.7,,3,0,1,1,1,8,,,11:17,11:26,0:09,11:00,11:27,0:27,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/16/2015,Rocky,na,RRV,dropnet,QM18,B46,,,,61,F,3,,107.1,,,107.1,,3,0,1,1,1,10,,,11:26,11:38,0:12,11:00,11:39,0:39,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/16/2015,Rocky,na,RRV,dropnet,QM4,B50,,,,52,F,4,,103.5,,,103.5,,3,0,1,1,1,9,,,11:07,11:15,0:08,11:00,11:15,0:15,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/16/2015,Rocky,na,RRV,dropnet,QM5,B47,,,,52,F,1.5,,106,,,106,,3,0,1,1,1,11,,,11:17,11:25,0:08,11:00,11:25,0:25,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/16/2015,Rocky,na,RRV,dropnet,QM6,Y143,,,,60,F,6+,,104.4,,,104.4,,3,0,1,1,1,8,,,11:06,11:14,0:08,11:00,11:15,0:15,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/16/2015,Rocky,na,RRV,dropnet,QM7,W4,,,,73,F,5+,,106.4,,,106.4,,3,0,1,1,1,11,,,11:16,11:24,0:08,11:00,11:25,0:25,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/16/2015,Rocky,na,RRV,dropnet,QM8,Y94,,,,70,F,6+,,106.6,,,106.6,,3,0,1,1,1,10,,,11:34,11:40,0:06,11:00,11:40,0:40,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/3/2015,Rocky,na,RRV,dropnet,QM12,W14,,,,54,F,1.5,,103.1,,,103.1,,3,0,1,1,1,10,,,11:16,11:23,0:07,11:11,11:23,0:12,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/3/2015,Rocky,NA,RRV,dropnet,QM19,O2,,,,51,F,1.5,,105.1,,,105.1,,3,0,1,1,1,9,,,11:18,11:25,0:07,11:11,11:25,0:14,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/3/2015,Rocky,NA,RRV,dropnet,QM20,W336,,,,64,F,7+,,104.4,,,104.4,,3,0,1,1,1,7,,,11:25,11:30,0:05,11:11,11:30,0:19,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,na,RRV,dropnet,QM10,B10,,,,71,F,6+,,105.9,,,105.9,,3,0,1,1,1,13,,,15:42,15:47,0:05,15:00,15:47,0:47,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,na,RRV,dropnet,QM13,R25,,,,72,F,6+,,106.3,,,106.3,,3,0,1,1,1,6,,,15:21,15:29,0:08,15:00,15:29,0:29,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,na,RRV,dropnet,QM14,B82,,,,64,F,5+,,107.1,,,107.1,,3,0,1,1,1,10,,,15:35,,,15:00,,,,"COLD WATER ENEMA,FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,na,RRV,dropnet,QM15,R18,,,,78,F,4,,105.4,,,105.4,,3,0,1,1,1,8,,,15:20,15:27,0:07,15:00,15:27,0:27,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,na,RRV,dropnet,QM17,B53,,,,58,F,2,,104.6,,,104.6,,3,0,1,1,1,11,,,15:05,15:18,0:13,15:05,15:18,0:13,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,na,RRV,dropnet,QM2,O44,,,,74,F,7.5,,105.3,105.4,,105.4,0.1,3,0,1,1,1,11,,,,,,3:00 PM,15:43,,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,NA,RRV,dropnet,QM21,Y390,,,,60,F,2.5,,105.7,,,105.7,,3,0,1,1,1,12,,,15:30,15:39,0:09,15:00,15:39,0:39,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,NA,RRV,dropnet,QM22,G46,,,,90,M,4.5,,104.7,,,104.7,,3,0,1,1,1,,,,15:26,15:30,0:04,15:00,15:30,0:30,,"FECAL,  GOLD TOP BT",,,,,,,,
