Herd,Est,Year,Month,Lambs,Status,Area,Subspec,MonthNum,YearMonth,Timeline,PrePart_Precip,Recovery_Precip,PostPart_Precip,PrePart_Temp,Recovery_Temp,PostPart_Temp,PrevLamb_Precip,PrevLamb_Temp
DC,160,2020,11,40,Pre,1432.808242857361,Rocky,11,202011,5,23.249888283865793,101.42067800249372,116.78794329507011,6.662056248812449,18.5888162567502,22.17863300868443,171.3131786073957,19.487708659399125
DC,165,2021,12,32,Pre,1432.808242857361,Rocky,12,202112,5,43.1985182762146,101.027357510158,193.9726264136178,4.578962859653291,17.884301458086284,20.554376942770823,116.78794329507011,22.17863300868443
DC,165,2022,11,38,Pre,1432.808242857361,Rocky,11,202211,5,22.081960431167058,72.4399859564645,169.14382089887346,5.379953128950937,19.60032964888073,21.66602121080671,193.9726264136178,20.554376942770823
RGG,23,2006,9,25,Pre,608.4536532228601,Rocky,09,200609,5,34.54526831422533,154.74094554356165,96.69759518759591,4.012756143297468,14.441489219665527,17.570004554021928,72.32306044442313,16.38257526216053
RGG,25,2007,8,42,Pre,608.4536532228601,Rocky,08,200708,5,49.79083701542446,169.9348931993757,113.03546115330288,3.726425733949457,13.388768513997396,16.426169985816593,96.69759518759591,17.570004554021928
RGG,58,2008,6,64,Pre,608.4536532228601,Rocky,06,200806,5,50.58757414136614,97.03636728014264,100.38857909611293,2.39013678190254,15.565197218032111,16.080329622541154,113.03546115330288,16.426169985816593
RGG,88,2009,11,48,Pre,608.4536532228601,Rocky,11,200911,5,49.23391771316528,105.92868287222726,124.32315717424665,3.677977191550391,14.4723109744844,16.43390046982538,100.38857909611293,16.080329622541154
RGG,116,2010,11,50,Pre,608.4536532228601,Rocky,11,201011,5,71.30224445887974,100.29486165727887,73.2198235648019,2.1467945689246766,13.368332227071127,16.45945948646182,124.32315717424665,16.43390046982538
RGG,138,2011,11,64,Pre,608.4536532228601,Rocky,11,201111,5,31.05557361670903,90.73560346875873,45.941646084388985,3.13112879934765,15.232525098891486,16.993450936816988,73.2198235648019,16.45945948646182
RGG,160,2012,11,75,Pre,608.4536532228601,Rocky,11,201211,5,41.776689120701384,121.82873889378139,50.28113899912153,4.269843353047258,15.100656236921038,17.83125791095552,45.941646084388985,16.993450936816988
RGG,190,2013,11,70,Pre,608.4536532228601,Rocky,11,201311,5,34.921362604413716,76.6974744115557,77.54837117876325,2.6557584575244357,15.157829511733283,17.053984778267996,50.28113899912153,17.83125791095552
RGG,240,2014,11,27,Pre,608.4536532228601,Rocky,11,201411,5,44.36638804844448,177.41803414481026,99.86523791721889,3.680961625916617,14.236331780751547,16.11012803940546,77.54837117876325,17.053984778267996
RGG,278,2015,11,69,Pre,608.4536532228601,Rocky,11,201511,5,82.65986347198486,90.89804717472622,176.18154171534948,4.558792780375197,15.344496091206869,15.866496721903482,99.86523791721889,16.11012803940546
RGG,335,2016,11,73,Pre,608.4536532228601,Rocky,11,201611,5,67.68486637728554,101.70569719587054,73.14141723087856,3.8713695605595904,15.733354205176944,16.878911563328334,176.18154171534948,15.866496721903482
RGG,378,2017,11,35,Pre,608.4536532228601,Rocky,11,201711,5,73.21544565473285,103.77278770719256,78.79615538460868,5.205850919087728,14.648971739269438,16.547892842973983,73.14141723087856,16.878911563328334
RGG,398,2018,11,30,Pre,608.4536532228601,Rocky,11,201811,5,29.086611339024135,141.1268858228411,49.8597925731114,4.7233273188273115,14.419343040103005,18.83028707050142,78.79615538460868,16.547892842973983
RGG,398,2019,12,54,Pre,608.4536532228601,Rocky,12,201912,5,81.04595293317523,99.79778589521136,89.70949854169574,3.0967285689853488,15.472764196850004,15.38595621926444,49.8597925731114,18.83028707050142
RGG,305,2021,12,16,Post,608.4536532228601,Rocky,12,202112,5,31.365998532090867,55.195367676871165,118.99574552263532,3.4681837568170435,15.639572552272252,17.944850331261044,50.034414870398386,17.82249219076974
RGG,250,2022,10,11,Post,608.4536532228601,Rocky,10,202210,5,46.06433892250061,41.151095799037385,152.73227955613817,2.474721846126375,15.483693667820521,18.150564511617024,118.99574552263532,17.944850331261044
MZ,30,2000,12,58,Pre,293.68380741208733,Rocky,12,200012,5,59.91494554281235,156.84356212615967,109.11414190381765,9.029965877532959,17.964044968287148,22.084660212198894,115.95883750915527,20.12172532081604
MZ,40,2001,5,NA,NA,293.68380741208733,Rocky,05,200105,5,54.59724998474121,139.18249344825745,70.39733839035034,8.123099366823832,18.716763893763225,21.923107465108234,109.11414190381765,22.084660212198894
MZ,35,2002,6,NA,NA,293.68380741208733,Rocky,06,200206,5,12.69769649009686,67.84074831008911,94.89186716079712,8.347147266070047,18.921693881352745,21.810239791870117,70.39733839035034,21.923107465108234
MZ,25,2007,2,60,Pre,293.68380741208733,Rocky,02,200702,5,53.350138425827026,250.1445598602295,110.0642454624176,8.12215413649877,16.815111796061196,20.93348217010498,152.1164631396532,22.37280797958374
MZ,22,2009,5,20,Pre,293.68380741208733,Rocky,05,200905,5,29.73809787631035,153.88441276550293,135.1839256286621,8.532084981600445,18.279539982477825,21.532763322194416,142.32376945018768,20.718950748443604
