AnimalID,CaseID,Received_Date,Report_Date,PCR_Result,ELISA_Result,ELISA_Level,Lab_Notes,Notes,VetPak,PermID,Cap_Date,Source,Herd,Wt_kg,Sex,Age,Class,Rump_mm,Preg,Age2,Year
P1002,2020-14842,2020-11-04,2020-11-13,0,0,-23.033,NA,NA,NA,LA108,0020-10-29,NA,LA,NA,F,2,NA,NA,NA,Y,NA
P1003,2020-14764,2020-11-02,2020-11-13,0,0,-33.854,NA,NA,NA,LH213,2020-10-28,NA,LH,68,F,5,NA,NA,NA,A,NA
P1004,2020-14764,2020-11-02,2020-11-13,0,1,85.997,NA,NA,NA,SAC054,2020-10-29,CAB,SAC,66,F,6,NA,NA,NA,A,NA
P1005,2020-14764,2020-11-02,2020-11-13,0,1,86.305,NA,NA,NA,SAC056,2020-10-29,CAB,SAC,62,F,4,NA,NA,NA,A,NA
P1006,2020-14764,2020-11-02,2020-11-13,0,1,70.549,NA,NA,NA,SAC043,2020-10-29,CAB,SAC,62,F,4,NA,NA,NA,A,NA
P1007,2020-14842,2020-11-04,2020-11-13,0,0,33.889,NA,NA,NA,SAC042,2020-10-29,CAB,SAC,64,F,3,NA,NA,NA,A,NA
P1008,2020-14764,2020-11-02,2020-11-13,0,0,-15.694,NA,NA,NA,LH204,2020-10-28,NA,LH,90,M,6,NA,NA,NA,A,NA
P1009,2020-14764,2020-11-02,2020-11-13,0,0,-19.956,NA,NA,NA,LH205,2020-10-28,NA,LH,80,F,6,NA,NA,NA,A,NA
P1010,2020-14764,2020-11-02,2020-11-13,0,0,-20.565,NA,NA,NA,PE221,2020-10-26,NA,PE,62,F,4,NA,NA,NA,A,NA
P1011,2020-14764,2020-11-02,2020-11-13,0,1,60.645,NA,NA,NA,SAC048,2020-10-29,CAB,SAC,62,F,4,NA,NA,NA,A,NA
P1012,2020-14764,2020-11-02,2020-11-13,0,1,83.992,NA,NA,NA,SAC046,2020-10-29,CAB,SAC,61,F,6,NA,NA,NA,A,NA
P1013,2020-14764,2020-11-02,2020-11-13,0,0,-25.533,NA,NA,NA,LH212,2020-10-28,NA,LH,61,F,2,NA,NA,NA,Y,NA
P1015,2020-14764,2020-11-02,2020-11-13,0,0,-7.26,NA,NA,NA,LA109,0020-10-29,NA,LA,NA,F,4,NA,NA,NA,A,NA
P1016,2020-14842,2020-11-04,2020-11-13,1,1,54.419,NA,NA,NA,SAC039,2020-10-29,CAB,SAC,62,F,6,NA,NA,NA,A,NA
P1017,2020-14764,2020-11-02,2020-11-13,0,1,57.284,NA,NA,NA,SAC049,2020-10-29,CAB,SAC,47,F,1,NA,NA,NA,Y,NA
P1018,2020-14842,2020-11-04,2020-11-13,0,1,84.219,P1018 on tube,NA,NA,LA111,0020-10-30,NA,LA,63,F,4,NA,NA,NA,A,NA
P1019,2020-14764,2020-11-02,2020-11-13,0,0.5,42.745,NA,NA,NA,SAC047,2020-10-29,CAB,SAC,67,F,6,NA,NA,NA,A,NA
P1020,2020-14764,2020-11-02,2020-11-13,0,1,81.256,NA,NA,NA,SAC052,2020-10-29,CAB,SAC,56,F,3,NA,NA,NA,A,NA
P1021,2020-14764,2020-11-02,2020-11-13,0,0,-32.953,NA,NA,NA,LH208,2020-10-28,NA,LH,58,F,3,NA,NA,NA,A,NA
P1022,2020-14764,2020-11-02,2020-11-13,0,0,-20.922,NA,NA,NA,PE217,2020-10-26,NA,PE,69,F,6,NA,NA,NA,A,NA
P1023,2020-14842,2020-11-04,2020-11-13,0,1,63.973,NA,NA,NA,LA107,0020-10-29,NA,LA,NA,F,3,NA,NA,NA,A,NA
P1024,2020-14764,2020-11-02,2020-11-13,0,1,62.861,NA,NA,NA,SAC044,2020-10-29,CAB,SAC,52,F,1,NA,NA,NA,Y,NA
P1025,2020-14764,2020-11-02,2020-11-13,0,0,29.668,NA,NA,NA,SAC035,2020-10-29,CAB,SAC,53,F,NA,NA,NA,NA,NA,NA
P1194,2022-4968,2022-04-06,2022-04-26,0,0,15.585,NA,NA,NA,RR38,2022-03-30,NA,RRiv,NA,F,NA,NA,NA,NA,NA,NA
P1197,2022-4968,2022-04-06,2022-04-26,0,0,25.844,NA,NA,NA,RR29,2022-03-30,NA,RRiv,NA,F,NA,NA,NA,NA,NA,NA
P1198,2022-4968,2022-04-06,2022-04-26,0.5,0.5,45.605,NA,NA,NA,RR30,2022-03-30,NA,RRiv,NA,F,6,NA,NA,NA,A,NA
P1536,21-26189,2021-08-24,2021-09-28,0,0,4.397,NA,NA,NA,RR23,2021-08-17,NA,GH,NA,F,A,NA,NA,NA,A,NA
P1537,21-26189,2021-08-24,2021-09-28,0,0,16.022,NA,NA,NA,RR24,2021-08-17,NA,GH,NA,F,A,NA,NA,NA,A,NA
P1552,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH29,2021-11-02,RRoc,AH,47,F,1,NA,NA,na,Y,NA
P1554,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH33,2021-11-02,RRoc,AH,58,F,4,NA,NA,1,A,NA
P1555,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH32,2021-11-02,RRoc,AH,70,F,4,NA,NA,1,A,NA
P1557,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH36,2021-11-02,RRoc,AH,46,F,2,NA,NA,NA,Y,NA
P1558,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH35,2021-11-02,RRoc,AH,56,F,1,NA,0.24,0,Y,NA
P1559,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH41,2021-11-02,RRoc,AH,62,F,3,NA,0.44,1,A,NA
P1561,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC124,2021-10-31,NA,FC,49,F,2.5,NA,NA,NA,A,NA
P1562,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC126,2021-10-31,NA,FC,62,F,5,NA,NA,NA,A,NA
P1563,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC127,2021-10-31,NA,FC,51,M,1,NA,NA,NA,Y,NA
P1564,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC129,2021-10-31,NA,FC,55,M,1,NA,NA,NA,Y,NA
P1565,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC132,2021-10-31,NA,FC,69,M,3,NA,NA,NA,A,NA
P1566,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC133,2021-10-31,NA,FC,73,F,6,NA,NA,NA,A,NA
P1567,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC134,2021-10-31,NA,FC,86,F,4,NA,NA,NA,A,NA
P1568,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH57,2021-11-03,RRoc,AH,61,F,3,NA,0.55,0,A,NA
P1569,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH61,2021-11-03,RRoc,AH,96,M,6,NA,0.14,NA,A,NA
P1570,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH63,2021-11-03,RRoc,AH,71,M,2.5,CI,0.27,NA,A,NA
P1571,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH59,2021-11-03,RRoc,AH,85,M,6,NA,0.38,NA,A,NA
P1572,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH66,2021-11-03,RRoc,AH,85,M,3,NA,NA,NA,A,NA
P1573,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH72,2021-11-03,RRoc,AH,100,M,10,NA,NA,NA,A,NA
P1574,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH56,2021-11-03,RRoc,AH,52,F,4,NA,0.72,1,A,NA
P1575,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH54,2021-11-03,RRoc,AH,91,M,7,NA,NA,NA,A,NA
P1576,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH65,2021-11-03,RRoc,AH,57,F,6,NA,0.67,1,A,NA
P1577,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH69,2021-11-03,RRoc,AH,47,F,1,NA,0.48,NA,Y,NA
P1578,2022-4968,2022-04-06,2022-04-26,0,0,38.645,Animal labelled 1587 but 1578 on tube,NA,NA,RR28,2022-03-29,NA,RRiv,NA,F,NA,NA,NA,NA,NA,NA
P1579,2022-4968,2022-04-06,2022-04-26,0,1,63.325,NA,NA,NA,RR33,2022-03-30,NA,RRiv,NA,F,4,NA,NA,NA,A,NA
P1580,2022-4968,2022-04-06,2022-04-26,1,0,34.603,NA,NA,NA,RR32,2022-03-30,NA,RRiv,NA,F,2,NA,NA,NA,Y,NA
P1581,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH44,2021-11-02,RRoc,AH,55,M,2,NA,0.1,NA,Y,NA
P1582,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH42,2021-11-02,RRoc,AH,49,F,2,NA,NA,0,Y,NA
P1583,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH45,2021-11-02,RRoc,AH,64,F,4,NA,0.47,NOT CHECKED,A,NA
P1584,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH48,2021-11-02,RRoc,AH,60,F,6,NA,0.34,1,A,NA
P1585,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH46,2021-11-02,RRoc,AH,63,M,2,NA,NA,NA,Y,NA
P1587,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH70,2021-11-03,RRoc,AH,54,M,1,NA,0.1,NA,Y,NA
P1589,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH68,2021-11-03,RRoc,AH,55,M,1,NA,0.06,NA,Y,NA
P1590,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH73,2021-11-03,RRoc,AH,97,M,6,NA,0.14,NA,A,NA
P1591,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH50,2021-11-02,RRoc,AH,92,M,6,NA,0.12,NA,A,NA
P1592,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC131,2021-10-31,NA,FC,60,F,3,NA,NA,NA,A,NA
P1593,2022-4968,2022-04-06,2022-04-26,0,0,-30.483,NA,NA,NA,RR37,2022-03-30,NA,RRiv,NA,F,5,NA,NA,NA,A,NA
P1594,2021-17682,2021-11-09,2021-11-22,0,1,50.934,NA,NA,NA,SAE214,2021-10-30,NA,SA,NA,F,5,NA,NA,NA,A,NA
P1595,2021-17682,2021-11-09,2021-11-22,0,0.5,47.695,NA,NA,NA,SAR216,2021-10-30,NA,SA,NA,M,2,NA,NA,NA,Y,NA
P1596,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH71,2021-11-03,RRoc,AH,60,F,6,NA,1,NA,A,NA
P1597,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC117,2021-10-31,NA,FC,88,M,6,NA,NA,NA,A,NA
P1598,2022-4968,2022-04-06,2022-04-26,1,1,70.176,NA,NA,NA,RR26,2022-03-29,NA,RRiv,NA,F,3,NA,NA,NA,A,NA
P1599,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC116,2021-10-31,NA,FC,66,F,6,NA,NA,NA,A,NA
P1600,2022-4968,2022-04-06,2022-04-26,0,0,-32.113,NA,NA,NA,RR35,2022-03-30,NA,RRiv,NA,F,3.5,NA,NA,NA,A,NA
P1801,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH30,2021-11-02,RRoc,AH,60,F,4,NA,0,0,A,NA
P1803,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH28,2021-11-02,RRoc,AH,59,F,5,NA,0.47,1,A,NA
P1804,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH39,2021-11-02,RRoc,AH,54,F,5,NA,0.31,0,A,NA
P1805,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH37,2021-11-02,RRoc,AH,44,F,1,NA,0.14,0,Y,NA
P1806,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC136,2021-10-31,NA,FC,75,M,6,NA,NA,NA,A,NA
P1807,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC125,2021-10-31,NA,FC,50,F,3,NA,NA,NA,A,NA
P1808,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC137,2021-10-31,NA,FC,85,M,7,NA,NA,NA,A,NA
P1810,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC128,2021-10-31,NA,FC,53,F,2,NA,NA,NA,Y,NA
P1811,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC130,2021-10-31,NA,FC,53,F,6,NA,NA,NA,A,NA
P1812,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH58,2021-11-03,RRoc,AH,56,F,6,NA,0.9,1,A,NA
P1813,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH62,2021-11-03,RRoc,AH,59,M,NA,CI,0.18,NA,NA,NA
P1814,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH64,2021-11-03,RRoc,AH,60,F,5,NA,0.46,1,A,NA
P1815,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH67,2021-11-03,RRoc,AH,102,M,8,NA,0.13,NA,A,NA
P1816,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH53,2021-11-03,RRoc,AH,66,F,4,NA,0.9,1,A,NA
P1817,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH55,2021-11-03,RRoc,AH,64,F,5,NA,0.66,1,A,NA
P1818,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH60,2021-11-03,RRoc,AH,97,M,7,NA,0.26,NA,A,NA
P1819,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH40,2021-11-02,RRoc,AH,49,F,2,NA,0.16,NA,Y,NA
P1820,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH43,2021-11-02,RRoc,AH,60,F,6,NA,0.63,1,A,NA
P1821,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH47,2021-11-02,RRoc,AH,66,M,3,NA,0,NA,A,NA
P1822,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH52,2021-11-03,RRoc,AH,74,M,3,NA,0.32,NA,A,NA
P1823,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH49,2021-11-02,RRoc,AH,82,M,3,NA,0.17,NA,A,NA
P1824,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC119,2021-10-31,NA,FC,57,F,4,NA,NA,NA,A,NA
P1825,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC120,2021-10-31,NA,FC,70,M,2,NA,NA,NA,Y,NA
P1826,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC121,2021-10-31,NA,FC,55,F,4.5,NA,NA,NA,A,NA
P1827,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC122,2021-10-31,NA,FC,54,F,3,NA,NA,NA,A,NA
P1828,2022-4968,2022-04-06,2022-04-26,0,0,15.067,NA,NA,NA,RR27,2022-03-29,NA,RRiv,NA,F,NA,NA,NA,NA,NA,NA
P1829,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC123,2021-10-31,NA,FC,48,F,2,NA,NA,NA,Y,NA
P1830,2021-17682,2021-11-09,2021-11-22,0,0,35.035,NA,NA,NA,SAE218,2021-10-30,NA,SA,NA,F,10,NA,NA,NA,A,NA
P1831,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC118,2021-10-31,NA,FC,65,F,4,NA,NA,NA,A,NA
P1832,2022-4968,2022-04-06,2022-04-26,0,0.5,42.695,NA,NA,NA,RR25,2022-03-29,NA,RRiv,NA,F,2.5,NA,NA,NA,A,NA
P1833,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,FC115,2021-10-31,NA,FC,61,F,6,NA,NA,NA,A,NA
P1834,2021-17682,2021-11-09,2021-11-22,0,1,73.268,NA,NA,NA,SAE219,2021-10-30,NA,SA,NA,F,3,NA,NA,NA,A,NA
P1835,2022-4968,2022-04-06,2022-04-26,0,0.5,47.358,NA,NA,NA,RR34,2022-03-30,NA,RRiv,NA,F,4.5,NA,NA,NA,A,NA
P1836,2021-17682,2021-11-09,2021-11-22,0,0,27.269,NA,NA,NA,SAE209,2021-10-30,NA,SA,NA,F,NA,NA,NA,NA,NA,NA
P1837,2022-4968,2022-04-06,2022-04-26,1,1,57.126,Animal labelled 1538 but 1837 on tube,NA,NA,RR36,2022-03-30,NA,RRiv,NA,F,6,NA,NA,NA,A,NA
P1838,2021-17682,2021-11-09,2021-11-22,0,1,61.821,NA,NA,NA,SAE205,2021-10-30,NA,SA,NA,F,6,NA,NA,NA,A,NA
P1839,2021-17682,2021-11-09,2021-11-22,0,1,76.141,NA,NA,NA,SAR207,2021-10-30,NA,SA,NA,M,4,NA,NA,NA,A,NA
P1840,2021-17682,2021-11-09,2021-11-22,0,1,80.188,NA,NA,NA,SAE212,2021-10-30,NA,SA,NA,F,NA,NA,NA,NA,NA,NA
P1841,2021-17676,2021-11-09,2021-11-15,0,NA,NA,NA,ELISA Results outstanding 11/26/2021,NA,AH51,2021-11-02,RRoc,AH,57,M,2,NA,0.08,NA,Y,NA
P1842,2021-17682,2021-11-09,2021-11-22,0,1,83.223,NA,NA,NA,SAE220,2021-10-30,NA,SA,NA,F,4,NA,NA,NA,A,NA
P1844,2021-17682,2021-11-09,2021-11-22,0,0,16.318,NA,NA,NA,SAE217,2021-10-30,NA,SA,NA,F,8,NA,NA,NA,A,NA
P1845,2021-17682,2021-11-09,2021-11-22,0,1,73.009,NA,NA,NA,SAR215,2021-10-30,NA,SA,NA,M,3,NA,NA,NA,A,NA
P1846,2021-17682,2021-11-09,2021-11-22,0,1,77.574,NA,NA,NA,SAE210,2021-10-30,NA,SA,NA,F,NA,NA,NA,NA,NA,NA
P1847,2021-17682,2021-11-09,2021-11-22,0,1,81.875,NA,NA,NA,SAE208,2021-10-30,NA,SA,NA,F,NA,NA,NA,NA,NA,NA
P1849,2021-17682,2021-11-09,2021-11-22,0,0,12.717,NA,NA,NA,SAE213,2021-10-30,NA,SA,NA,F,5,NA,NA,NA,A,NA
P1850,2021-17682,2021-11-09,2021-11-22,0,0.5,48.353,NA,NA,NA,SAE206,2021-10-30,NA,SA,NA,F,4,NA,NA,NA,A,NA
P363,2020-14842,2020-11-04,2020-11-13,NA,1,60.483,P363 on tube,No PCR Result reported,NA,LA105,0020-10-29,NA,LA,NA,F,3,NA,NA,NA,A,NA
P426,2020-14764,2020-11-02,2020-11-13,0,1,91.501,NA,NA,NA,LA115,0020-10-30,NA,LA,69,F,6,NA,NA,NA,A,NA
P428,2020-14764,2020-11-02,2020-11-13,0,0,-10.929,NA,NA,NA,LA114,0020-10-30,NA,LA,62,F,2,NA,NA,NA,Y,NA
P444,2020-14764,2020-11-02,2020-11-13,0,0,-23.211,NA,NA,NA,PE218,2020-10-26,NA,PE,64,F,3,NA,NA,NA,A,NA
P547,2020-14764,2020-11-02,2020-11-13,0,1,90.056,NA,NA,NA,SAC051,2020-10-29,CAB,SAC,58,F,2,NA,NA,NA,Y,NA
P548,2020-14842,2020-11-04,2020-11-13,0,1,58.664,NA,NA,NA,SAC038,2020-10-29,CAB,SAC,58,F,4,NA,NA,NA,A,NA
P549,2020-14764,2020-11-02,2020-11-13,0,1,87.815,NA,NA,NA,SAC058,2020-10-29,CAB,SAC,59,M,1.5,NA,NA,NA,Y,NA
P550,2020-14764,2020-11-02,2020-11-13,0,0,-24.121,NA,NA,NA,SAC045,2020-10-29,CAB,SAC,64,F,4,NA,NA,NA,A,NA
P573,2017-15552,2017-12-05,2017-12-08,0,0,23.36,NA,NA,NA,SAE198,2017-12-02,NA,SA,NA,F,A,NA,NA,NA,A,NA
P574,2017-15552,2017-12-05,2017-12-08,0,1,80.528,NA,NA,NA,SAR189,2017-12-02,NA,SA,NA,M,3.5,III,NA,NA,A,NA
P575,2017-15552,2017-12-05,2017-12-08,0,1,74.28,NA,NA,NA,SAR188,2017-12-02,NA,SA,NA,M,3,II,NA,NA,A,NA
P581,2017-15552,2017-12-05,2017-12-08,0,1,83.131,NA,NA,NA,SAE192,2017-12-02,NA,SA,NA,F,2,NA,NA,NA,Y,NA
P617,2020-14764,2020-11-02,2020-11-13,0,0,-8.429,NA,NA,NA,LH207,2020-10-28,NA,LH,64,F,6,NA,NA,NA,A,NA
P618,2020-14764,2020-11-02,2020-11-13,0,1,87.945,NA,NA,NA,SAC050,2020-10-29,CAB,SAC,62,F,4,NA,NA,NA,A,NA
P619,2020-14764,2020-11-02,2020-11-13,0,0,-30.712,NA,NA,NA,LH211,2020-10-28,NA,LH,62,M,1.5,NA,NA,NA,Y,NA
P620,2020-14764,2020-11-02,2020-11-13,0,0,30.26,NA,NA,NA,SAC055,2020-10-29,CAB,SAC,63,F,4,NA,NA,NA,A,NA
P696,2020-14764,2020-11-02,2020-11-13,0,0,-10.41,NA,NA,NA,LH206,2020-10-28,NA,LH,72,F,6,NA,NA,NA,A,NA
P697,2020-14764,2020-11-02,2020-11-13,0,1,74.478,NA,NA,NA,SAC053,2020-10-29,CAB,SAC,60,F,4,NA,NA,NA,A,NA
P698,2020-14764,2020-11-02,2020-11-13,0,0,-13.007,NA,NA,NA,PE223,2020-10-26,NA,PE,NA,M,7,NA,NA,NA,A,NA
P699,2020-14764,2020-11-02,2020-11-13,0,1,83.659,NA,NA,NA,SAC036,2020-10-29,CAB,SAC,98,M,5,NA,NA,NA,A,NA
P700,2020-14764,2020-11-02,2020-11-13,0,1,69.493,NA,NA,NA,SAC041,2020-10-29,CAB,SAC,63,F,3,NA,NA,NA,A,NA
P761,2020-14764,2020-11-02,2020-11-13,0,0,-37.263,NA,NA,NA,LH210,2020-10-28,NA,LH,53,F,2,NA,NA,NA,Y,NA
P763,2020-14764,2020-11-02,2020-11-13,0,0,33.142,NA,NA,NA,SAC057,2020-10-29,CAB,SAC,60,M,1.5,NA,NA,NA,Y,NA
P764,2020-14764,2020-11-02,2020-11-13,0,0,-29.86,NA,NA,NA,PE219,2020-10-26,NA,PE,105,M,7,NA,NA,NA,A,NA
P765,2020-14764,2020-11-02,2020-11-13,0,1,90.113,NA,NA,NA,SAC037,2020-10-29,CAB,SAC,83,M,5,NA,NA,NA,A,NA
P766,2020-14842,2020-11-04,2020-11-13,0,1,88.043,NA,NA,NA,SAC040,2020-10-29,CAB,SAC,63,F,4,NA,NA,NA,A,NA
P767,2020-14764,2020-11-02,2020-11-13,0,0,-21.848,NA,NA,NA,LA113,0020-10-30,NA,LA,81,F,6,NA,NA,NA,A,NA
P768,2020-14764,2020-11-02,2020-11-13,0,0,-19.737,NA,NA,NA,PE220,2020-10-26,NA,PE,46,NA,1.5,NA,NA,NA,Y,NA
P769,2020-14764,2020-11-02,2020-11-13,0,0,-25.963,NA,NA,NA,LH209,2020-10-28,NA,LH,54,F,1.5,NA,NA,NA,Y,NA
P770,2020-14842,2020-11-04,2020-11-13,0,0,5.217,NA,NA,NA,LA106,0020-10-29,NA,LA,NA,F,5,NA,NA,NA,A,NA
P909,2020-14764,2020-11-02,2020-11-13,0,0,-34.203,NA,NA,NA,PE222,2020-10-26,NA,PE,50,M,1.5,NA,NA,NA,Y,NA
P96,2020-14764,2020-11-02,2020-11-13,0,0,-7.731,NA,NA,NA,JZ45,2014-08-11,WH,JZ,22,NA,L,NA,NA,NA,L,NA
