AnimalID,CaseID,Received_Date,Report_Date,PCR_Result,ELISA_Result,ELISA_Level,Lab_Notes,Notes,VetPak,PermID,Cap_Date,Source,Herd,Wt_kg,Sex,Age,Class,Rump_mm,Preg,Age2,Year
R511,2017-16020,2017-12-15,2018-01-02,0,0,16.546,NA,NA,NA,LA91,2017-12-11,FRA,LA,66,F,A,NA,NA,NA,A,NA
R512,2017-16020,2017-12-15,2018-01-02,0,0,-4.393,NA,NA,NA,LA86,2017-12-11,FRA,LA,68,M,2.5,NA,NA,NA,A,NA
R513,2017-16020,2017-12-15,2018-01-02,0,0,-16.079,NA,NA,NA,LA102,2017-12-11,FRA,LA,58,F,3,NA,NA,NA,A,NA
R514,2017-16020,2017-12-15,2018-01-02,1,0,39.74,NA,NA,NA,LA96,2017-12-11,FRA,LA,56,F,5,NA,NA,NA,A,NA
R515,2017-16020,2017-12-15,2018-01-02,0,0,11.474,NA,NA,NA,LA93,2017-12-11,FRA,LA,46,M,L,NA,NA,NA,L,NA
R516,2017-16020,2017-12-15,2018-01-02,0,0,17.036,NA,NA,NA,LA90,2017-12-11,FRA,LA,64,M,2.5,III,NA,NA,A,NA
R517,2017-16020,2017-12-15,2018-01-02,0,0,16.196,NA,NA,NA,LA89,2017-12-11,FRA,LA,72,F,6,NA,NA,NA,A,NA
R518,2017-16020,2017-12-15,2018-01-02,0,0,-21.26,NA,NA,NA,LA95,2017-12-11,FRA,LA,58,F,2.5,NA,NA,NA,A,NA
R519,2017-16020,2017-12-15,2018-01-02,0.5,0,11.301,NA,NA,NA,LA92,2017-12-11,FRA,LA,54,F,2,NA,NA,NA,Y,NA
R526,2017-15552,2017-12-05,2017-12-08,1,1,84.068,NA,NA,NA,SAE203,2017-12-03,NA,SA,NA,F,2,NA,NA,NA,Y,NA
R529,2017-15552,2017-12-05,2017-12-08,1,1,83.86,NA,NA,NA,SAE187,2017-12-02,NA,SA,NA,F,A,NA,NA,NA,A,NA
R541,2017-15552,2017-12-05,2017-12-08,0,0,38.355,NA,NA,NA,SAE196,2017-12-02,NA,SA,NA,F,2,NA,NA,NA,Y,NA
R543,2017-15552,2017-12-05,2017-12-08,0,1,77.3,NA,NA,NA,SAE193,2017-12-02,NA,SA,NA,F,2,NA,NA,NA,Y,NA
R570,2017-16020,2017-12-15,2018-01-02,0,0,24.247,NA,NA,NA,LA83,2017-12-11,FRA,LA,58,F,6,NA,NA,NA,A,NA
R571,2017-16020,2017-12-15,2018-01-02,0,0,21.027,NA,NA,NA,LA87,2017-12-11,FRA,LA,58,F,5,NA,NA,NA,A,NA
R574,2017-16020,2017-12-15,2018-01-02,0,0,16.756,NA,NA,NA,LA94,2017-12-11,FRA,LA,37,F,L,NA,NA,NA,L,NA
R575,2017-16020,2017-12-15,2018-01-02,0,0,-8.555,NA,NA,NA,LA88,2017-12-11,FRA,LA,50,F,1,NA,NA,NA,Y,NA
R577,2017-16020,2017-12-15,2018-01-02,0,0,23.827,NA,NA,NA,LA84,2017-12-11,FRA,LA,65,M,2.5,NA,NA,NA,A,NA
R583,2017-16020,2017-12-15,2018-01-02,0,0,1.004,NA,NA,NA,FC108,2016-10-24,NA,FC,54,F,2,NA,9.6,NA,Y,NA
R586,2017-16020,2017-12-15,2018-01-02,0,0,-4.107,NA,NA,NA,FC113,2016-10-24,NA,FC,72,M,3,NA,13,NA,A,NA
R591,2017-16020,2017-12-15,2018-01-02,0.5,0,-2.225,NA,NA,NA,LA98,2017-12-11,FRA,LA,55,M,2.5,NA,NA,NA,A,NA
R594,2017-16020,2017-12-15,2018-01-02,0,0,-1.532,NA,NA,NA,LA97,2017-12-11,FRA,LA,63,F,4,NA,NA,NA,A,NA
R595,2017-16020,2017-12-15,2018-01-02,0,0,13.606,NA,NA,NA,LA99,2017-12-11,FRA,LA,59,M,2.5,NA,NA,NA,A,NA
R598,2017-15552,2017-12-05,2017-12-08,0,1,88.007,NA,NA,NA,SAR202,2017-12-03,NA,SA,NA,M,3,II,NA,NA,A,NA
R599,2017-15552,2017-12-05,2017-12-08,0,1,65.22,NA,NA,NA,SAE201,2017-12-03,NA,SA,NA,F,3,NA,NA,NA,A,NA
W540,2017-15552,2017-12-05,2017-12-08,0,1,86.671,NA,NA,NA,SAR197,2017-12-02,NA,SA,NA,M,1,NA,NA,NA,Y,NA
W542,2017-15552,2017-12-05,2017-12-08,0,1,58.66,NA,NA,NA,SAE190,2017-12-02,NA,SA,NA,F,5,NA,NA,NA,A,NA
W557,2017-15552,2017-12-05,2017-12-08,0,0,9.511,NA,NA,NA,SAE194,2017-12-02,NA,SA,NA,F,2,NA,NA,NA,Y,NA
W583,2017-15552,2017-12-05,2017-12-08,0,NA,NA,NA,No ELISA Result in Report,NA,SAE200,2017-12-03,NA,SA,NA,F,A,NA,NA,NA,A,NA
W593,2017-15552,2017-12-05,2017-12-08,1,1,75.549,NA,NA,NA,SAE186,2017-12-03,NA,SA,NA,F,A,NA,NA,NA,A,NA
Y1,2018-13947,2018-11-07,2018-11-08,0,0,-11.195,NA,NA,NA,PE216,2018-10-30,RRoc,PE,60,F,2.5,NA,NA,NA,A,NA
Y141,2018-13947,2018-11-07,2018-11-08,0,1,78.442,NA,NA,NA,PE213,2018-10-30,RRoc,PE,47,M,L,NA,NA,NA,L,NA
Y16,2018-13947,2018-11-07,2018-11-08,0,0.5,42.738,NA,NA,NA,PE215,2018-10-30,RRoc,PE,65,M,1.5,NA,NA,NA,Y,NA
Y17,2018-13947,2018-11-07,2018-11-08,0,0,4.841,NA,NA,NA,PE214,2018-10-30,RRoc,PE,63,M,2,NA,NA,NA,Y,NA
Y21,2018-13947,2018-11-07,2018-11-08,1,1,73.071,NA,NA,NA,SAC007,2018-10-27,SA,SAC,NA,M,3,NA,NA,NA,A,NA
Y23,2018-13947,2018-11-07,2018-11-08,0,0,23.449,NA,NA,NA,SAC010,2018-10-27,SA,SAC,NA,F,1,NA,NA,NA,Y,NA
Y24,2018-13947,2018-11-07,2018-11-08,1,1,62.103,NA,NA,NA,SAC011,2018-10-27,SA,SAC,NA,M,L,NA,NA,NA,L,NA
Y356,2018-13947,2018-11-07,2018-11-08,0,1,78.971,NA,NA,NA,SAC015,2018-10-27,SA,SAC,NA,F,6,NA,NA,NA,A,NA
Y357,2018-13947,2018-11-07,2018-11-08,0,0.5,40.318,NA,NA,NA,SAC017,2018-10-27,SA,SAC,NA,F,3,NA,NA,NA,A,NA
Y358,2018-13947,2018-11-07,2018-11-08,0,1,78.82,NA,NA,NA,SAC018,2018-10-27,SA,SAC,NA,F,7,NA,NA,NA,A,NA
Y359,2018-13947,2018-11-07,2018-11-08,1,1,59.758,NA,NA,NA,SAC026,2018-10-28,SA,SAC,NA,F,8,NA,NA,NA,A,NA
Y360,2018-13947,2018-11-07,2018-11-08,0,0,15.885,NA,NA,NA,SAC033,2018-10-28,SA,SAC,NA,F,4,NA,NA,NA,A,NA
Y362,2018-13947,2018-11-07,2018-11-08,0,0.5,46.899,NA,NA,NA,PE211,2018-10-30,RRoc,PE,61,M,2,NA,NA,NA,Y,NA
Y384,2018-13947,2018-11-07,2018-11-08,0,1,83.283,NA,NA,NA,SAC002,2018-10-27,SA,SAC,NA,F,6,NA,NA,NA,A,NA
Y387,2018-13947,2018-11-07,2018-11-08,0,1,90.242,NA,NA,NA,SAC009,2018-10-27,SA,SAC,NA,F,3,NA,NA,NA,A,NA
Y393,2018-13947,2018-11-07,2018-11-08,0,0,11.573,NA,NA,NA,SAC023,2018-10-27,SA,SAC,NA,F,6,NA,NA,NA,A,NA
Y394,2018-13947,2018-11-07,2018-11-08,0,0.5,45.915,NA,NA,NA,PE199,2018-10-30,RRoc,PE,53,F,1.5,NA,NA,NA,Y,NA
Y395,2018-13947,2018-11-07,2018-11-08,0,1,52.042,NA,NA,NA,LH203,2018-10-30,RRoc,LH,84,M,10,NA,NA,NA,A,NA
Y4,2018-13947,2018-11-07,2018-11-08,0,1,65.053,NA,NA,NA,SAC003,2018-10-27,SA,SAC,NA,F,8,NA,NA,NA,A,NA
Y43,20-13367,2020-04-28,2020-06-30,0,1,64.225,NA,NA,NA,RG59,2020-04-23,NA,RGG,NA,M,1.5,NA,NA,NA,Y,NA
Y48,20-11847,2020-04-14,2020-06-30,0,1,64.063,NA,NA,NA,RG30,2020-04-09,NA,RGG,NA,F,3.5,NA,NA,NA,A,NA
Y49,20-13367,2020-04-28,2020-06-30,1,1,69.396,NA,NA,NA,RG60,2020-04-23,NA,RGG,NA,M,1.5,NA,NA,NA,Y,NA
Y50,20-13367,2020-04-28,2020-06-30,0,0,6.278,NA,NA,NA,RG34,2020-04-22,NA,RGG,NA,F,4,NA,NA,NA,A,NA
Y63,2018-13947,2018-11-07,2018-11-08,0,0,3.328,NA,NA,NA,PE190,2018-10-30,RRoc,PE,48,M,1,NA,NA,NA,Y,NA
Y7,2018-13947,2018-11-07,2018-11-08,0,1,82.905,NA,NA,NA,SAC004,2018-10-27,SA,SAC,NA,M,2,NA,NA,NA,Y,NA
Y70,2018-13947,2018-11-07,2018-11-08,0,1,75.416,NA,NA,NA,SAC024,2018-10-28,SA,SAC,NA,M,2,NA,NA,NA,Y,NA
Y76,2018-13947,2018-11-07,2018-11-08,1,1,78.593,NA,NA,NA,SAC021,2018-10-27,SA,SAC,NA,F,5,NA,NA,NA,A,NA
Y77,2018-13947,2018-11-07,2018-11-08,0,1,79.652,NA,NA,NA,PE200,2018-10-30,RRoc,PE,64,M,2,NA,NA,NA,Y,NA
Y78,2018-13947,2018-11-07,2018-11-08,0,0,20.953,NA,NA,NA,SAC014,2018-10-27,SA,SAC,NA,M,L,NA,NA,NA,L,NA
Y8,2018-13947,2018-11-07,2018-11-08,0,0,23.525,NA,NA,NA,SAC012,2018-10-27,SA,SAC,NA,M,L,NA,NA,NA,L,NA
Y83,2018-13947,2018-11-07,2018-11-08,0,0.5,49.47,NA,NA,NA,PE212,2018-10-30,RRoc,PE,81,F,7,NA,NA,NA,A,NA
Y85,2018-13947,2018-11-07,2018-11-08,0,1,81.392,NA,NA,NA,SAC016,2018-10-27,SA,SAC,NA,M,6.5,NA,NA,NA,A,NA
Y9,2018-13947,2018-11-07,2018-11-08,0,1,81.865,NA,NA,NA,PE209,2018-10-30,RRoc,PE,50,F,2.5,NA,NA,NA,A,NA
Y97,2018-13947,2018-11-07,2018-11-08,0,1,70.651,NA,NA,NA,SAC020,2018-10-27,SA,SAC,NA,F,8,NA,NA,NA,A,NA
Y2,2018-13947,2018-11-07,2018-11-08,1,0,-5.598,NA,NA,NA,SAC013,2018-10-27,SA,SAC,NA,M,L,NA,NA,NA,L,NA
Y2,2018-13947,2018-11-07,2018-11-08,0,1,73.071,NA,NA,NA,SAC006,2018-10-27,SA,SAC,NA,M,9,NA,NA,NA,A,NA
P1014,2020-14842,2020-11-04,2020-11-13,0,1,72.797,NA,"Two results, different case numbers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1014,2020-14764,2020-11-02,2020-11-13,0,0,-13.429,NA,"Two results, different case numbers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P762,2020-14764,2020-11-02,2020-11-13,0,0,-20.281,NA,Two results in the same case,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P762,2020-14764,2020-11-02,2020-11-13,0,0.5,44.539,NA,Two results in the same case,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R578,2017-16020,2017-12-15,2018-01-02,0,0,25.298,NA,"Duplicate, Same Animal????",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R578,2017-16020,2017-12-15,2018-01-02,0,0,-5.438,NA,"Duplicate, Same Animal????",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,2016
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,2016
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FC,NA,NA,NA,NA,NA,NA,NA,2018
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FC,NA,NA,NA,NA,NA,NA,NA,2018
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,RGG,NA,NA,NA,NA,NA,NA,NA,2019
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,RGG,NA,NA,NA,NA,NA,NA,NA,2019
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,RRiv,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,RRiv,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,2016
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,2016
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FC,NA,NA,NA,NA,NA,NA,NA,2018
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FC,NA,NA,NA,NA,NA,NA,NA,2018
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NA,NA,NA,2012
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,PEC,NA,NA,NA,NA,NA,NA,NA,2022
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,RGG,NA,NA,NA,NA,NA,NA,NA,2019
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,RGG,NA,NA,NA,NA,NA,NA,NA,2019
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2011
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,NA,2020
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,2007
