AnimalID,Received_Date,PCR_Result,ELISA_Result,ELISA_Level,Notes,PermID,Cap_Date,Source,Herd,Wt_kg,Sex,Age,Preg,Age2,Year,cat
2018-64,2018-03-20,0,0,10.306,"Hunter Harvest, RGG Ewe Hunt 3",NA,NA,NA,RGG,NA,NA,NA,NA,NA,2018,NA(NA)
2018-68,2018-03-29,0,0,13.418,"Hunter Harvest, RGG Ewe Hunt 4",NA,NA,NA,RGG,NA,NA,NA,NA,NA,2018,NA(NA)
2018-69,2018-03-29,0,0,6.582,"Hunter Harvest, RGG Ewe Hunt 4",NA,NA,NA,RGG,NA,NA,NA,NA,NA,2018,NA(NA)
2018-70,2018-03-29,0,0,12.468,"Hunter Harvest, RGG Ewe Hunt 4",NA,NA,NA,RGG,NA,NA,NA,NA,NA,2018,NA(NA)
2018-71,2018-03-29,0,0,2.69,"Hunter Harvest, RGG Ewe Hunt 4",NA,NA,NA,RGG,NA,NA,NA,NA,NA,2018,NA(NA)
2018-72,2018-03-29,0,0,-21.139,"Hunter Harvest, RGG Ewe Hunt 4",NA,NA,NA,RGG,NA,NA,NA,NA,NA,2018,NA(NA)
2018-73,2018-03-29,0,0,0.696,"Hunter Harvest, RGG Ewe Hunt 4",NA,NA,NA,RGG,NA,NA,NA,NA,NA,2018,NA(NA)
2020-02,2021-01-04,0,NA,NA,"Hunter Harvest, No ELISA Results in report",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA(NA)
2020-03,2021-01-04,0,1,77.657,Hunter Harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA(NA)
2020-04,2020-12-22,0,0,-7.226,Hunter Harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA(NA)
2020-05,2020-12-22,0,1,86.382,Hunter Harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA(NA)
2020-06,2020-12-22,0,1,79.668,Hunter Harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA(NA)
2020-112,2020-09-18,0,1,67.807,Hunter Harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA(NA)
2020-119-Wesley Cox,2020-10-16,0,1,50.729,Hunter Harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA(NA)
V22-25323-1128,2022-08-26,0,0,-29.01,Hunter Harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA(NA)
